원본 출처,L1 대분류,L1 소분류,L1 중분류,QID,구분,연도
2025 KMLE 2교시 11번,산부인과,비정상 자궁출혈,부인과-일반,,임상의학,
2025 KMLE 2교시 7번,산부인과,산과 초음파,산과-산전관리,,임상의학,
2023 KMLE 4교시 11번,내과,만성폐쇄성폐질환,호흡기,,임상의학,
2023 KMLE 3교시 38번,내과,그람양성균 감염,감염,,임상의학,
2024 KMLE 1교시 44번,산부인과,무월경,부인과-생식내분비,,임상의학,
2022 KMLE 4교시 30번,내과,당뇨병의 합병증,내분비,,임상의학,
2022 KMLE 4교시 73번,내과,골관절염,류마티스,,임상의학,
2024 KMLE 4교시 28번,내과,간질성 폐질환,호흡기,,임상의학,
2023 KMLE 1교시 78번,의료법규,의료윤리,의료법규,,인문사회의학,
2023 KMLE 2교시 70번,소아청소년과,종양성 질환,각론,,임상의학,
2021 KMLE 2교시 40번,내과,만성폐쇄성폐질환,호흡기,,임상의학,
2021 KMLE 3교시 27번,산부인과,임신융모질환,부인과-종양,,임상의학,
2025 KMLE 3교시 73번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2025 KMLE 3교시 77번,내과,당뇨병,내분비,,임상의학,
2025 KMLE 3교시 27번,내과,심혈관계 진찰 및 증상,순환기,,임상의학,
2024 KMLE 3교시 7번,내과,다발골수종(형질세포질환),혈액,,임상의학,
2025 KMLE 4교시 18번,내과,요로결석,신장,,임상의학,
2025 KMLE 3교시 12번,외과,위와 샘창자(십이지장),외과각론,SGSP00900002,임상의학,
2023 KMLE 2교시 25번,내과,환기 장애,호흡기,,임상의학,
2024 KMLE 4교시 64번,소아청소년과,소화기 질환,각론,,임상의학,
2021 KMLE 1교시 61번,예방의학,보건의료 서론(이해),의료관리,,인문사회의학,
2025 KMLE 3교시 75번,내과,감염질환 개요,감염,,임상의학,
2025 KMLE 4교시 59번,마이너,동물 기생충성 피부질환,피부과,,임상의학,
2022 KMLE 1교시 77번,의료법규,연명의료결정법,의료법규,,인문사회의학,
2022 KMLE 4교시 67번,산부인과,비정상 자궁출혈,부인과-일반,,임상의학,
2022 KMLE 4교시 33번,산부인과,임신의 내/외과적 합병증,산과-이상임신,,임상의학,
2022 KMLE 1교시 11번,의료법규,보건의료기본법,의료법규,,인문사회의학,
2021 KMLE 2교시 33번,외과,유방,외과각론,SGSP00100008,임상의학,
2024 KMLE 4교시 61번,소아청소년과,결체조직 질환,각론,,임상의학,
2022 KMLE 3교시 71번,정신건강의학과,물질관련 장애(알코올/약물),질환,,임상의학,
2022 KMLE 4교시 27번,내과,직업성 폐질환,호흡기,,임상의학,
2022 KMLE 2교시 63번,산부인과,임신 고혈압,산과-이상임신,,임상의학,
2023 KMLE 3교시 35번,마이너,결막·각막 질환,안과,,임상의학,
2022 KMLE 4교시 46번,외과,식도,외과각론,SGSP00800004,임상의학,
2024 KMLE 1교시 24번,외과,유방,외과각론,SGSP00100004,임상의학,
2024 KMLE 4교시 66번,소아청소년과,소화기 질환,각론,,임상의학,
2024 KMLE 2교시 13번,내과,만성폐쇄성폐질환,호흡기,,임상의학,
2021 KMLE 5교시 17번,외과,탈장,외과각론,SGSP00600004,임상의학,
2021 KMLE 3교시 22번,소아청소년과,소화기 질환,각론,,임상의학,
2023 KMLE 1교시 76번,예방의학,우리나라 의료정책과 보건행정체계,의료관리,,인문사회의학,
2023 KMLE 1교시 44번,내과,빈맥성 부정맥,순환기,,임상의학,
2023 KMLE 1교시 64번,예방의학,질병 및 사망분포의 측정,역학,,인문사회의학,
2024 KMLE 4교시 49번,,,,,,
2022 KMLE 1교시 14번,의료법규,의료법(의료인),의료법규,,인문사회의학,
2021 KMLE 1교시 17번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2023 KMLE 1교시 2번,의료법규,지역보건법,의료법규,,인문사회의학,
2021 KMLE 2교시 36번,정신건강의학과,성격장애(인격장애),질환,,임상의학,
2021 KMLE 1교시 3번,의료법규,검역법,의료법규,,인문사회의학,
2021 KMLE 2교시 20번,산부인과,산욕기 이상(질환),산과-산후관리,,임상의학,
2021 KMLE 3교시 62번,내과,급성 감염성 설사/세균성 식중독,감염,,임상의학,
2021 KMLE 1교시 76번,예방의학,감염성 질환의 역학과 관리,역학,,인문사회의학,
2023 KMLE 2교시 52번,산부인과,자궁경부암,부인과-종양,,임상의학,
2025 KMLE 4교시 31번,외과,소아외과,외과각론,SGSP02000003,임상의학,
2026 KMLE 1교시 68번,예방의학,보건의료 서론(이해),의료관리,,인문사회의학,
2024 KMLE 4교시 62번,소아청소년과,호흡기 질환,각론,,임상의학,
2022 KMLE 3교시 46번,내과,위장관 출혈,소화기-위장관,,임상의학,
2021 KMLE 2교시 5번,산부인과,임신의 내/외과적 합병증,산과-이상임신,,임상의학,
2024 KMLE 2교시 6번,외과,간,외과각론,,임상의학,
2022 KMLE 2교시 69번,외과,유방,외과각론,SGSP00100016,임상의학,
2023 KMLE 3교시 49번,내과,그람양성균 감염,감염,,임상의학,
2023 KMLE 4교시 27번,산부인과,폐경,부인과-생식내분비,,임상의학,
2022 KMLE 2교시 12번,내과,ST분절 상승 심근경색,순환기,,임상의학,
2021 KMLE 3교시 37번,소아청소년과,심혈관 질환,각론,,임상의학,
2022 KMLE 2교시 1번,내과,스피로헤타 감염,감염,,임상의학,
2023 KMLE 3교시 41번,마이너,이상운동 질환,신경과/신경외과,,임상의학,
2021 KMLE 3교시 7번,내과,환기 장애,호흡기,,임상의학,
2022 KMLE 2교시 33번,산부인과,외음부 및 질 질환,부인과-일반,,임상의학,
2023 KMLE 4교시 4번,산부인과,산전 관리,산과-산전관리,,임상의학,
2023 KMLE 2교시 73번,정신건강의학과,물질관련 장애(알코올/약물),질환,,임상의학,
2025 KMLE 4교시 50번,산부인과,산과 초음파,산과-산전관리,,임상의학,
2025 KMLE 1교시 65번,예방의학,보건사업의 실제와 우리나라의 실태,의료관리,,인문사회의학,
2023 KMLE 1교시 47번,산부인과,가족계획,부인과-일반,,임상의학,
2022 KMLE 1교시 62번,예방의학,직업성 질환,환경 및 산업보건,,인문사회의학,
2023 KMLE 1교시 38번,내과,빈맥성 부정맥,순환기,,임상의학,
2023 KMLE 3교시 77번,내과,콩팥토리질환,신장,,임상의학,
2021 KMLE 1교시 74번,예방의학,건강과 질병의 정의/건강 결정요인,건강증진/의료윤리,,임상의학,
2025 KMLE 2교시 35번,정신건강의학과,기분 장애,질환,,임상의학,
2022 KMLE 3교시 41번,,,,,,
2022 KMLE 2교시 60번,내과,식도질환,소화기-위장관,,임상의학,
2026 KMLE 1교시 54번,정신건강의학과,섭식 장애,질환,,임상의학,
2021 KMLE 3교시 67번,산부인과,태아 질환 및 손상,산과-이상임신,,임상의학,
2025 KMLE 1교시 24번,산부인과,자궁근종,부인과-일반,,임상의학,
2025 KMLE 2교시 67번,내과,심혈관계 진찰 및 증상,순환기,,임상의학,
2024 KMLE 2교시 62번,외과,결장 및 직장,외과각론,SGSP01200007,임상의학,
2021 KMLE 4교시 56번,소아청소년과,손상과 중독,각론,,임상의학,
2022 KMLE 1교시 59번,예방의학,역학적 연구방법론,역학,,인문사회의학,
2021 KMLE 5교시 9번,내과,간질성 폐질환,호흡기,,임상의학,
2023 KMLE 2교시 69번,외과,담낭과 담도,외과각론,SGSP01500014,임상의학,
2024 KMLE 2교시 61번,외과,위와 샘창자(십이지장),외과각론,SGSP00900006,임상의학,
2023 KMLE 2교시 13번,내과,서맥성 부정맥,순환기,,임상의학,
2024 KMLE 1교시 15번,의료법규,혈액관리법,의료법규,,인문사회의학,
2023 KMLE 4교시 42번,내과,혈액응고인자 장애,혈액,,임상의학,
2025 KMLE 1교시 10번,의료법규,혈액관리법,의료법규,,인문사회의학,
2022 KMLE 1교시 63번,예방의학,역학의 기본원리(역학적 개념),역학,,인문사회의학,
2025 KMLE 2교시 62번,,,,,,
2022 KMLE 2교시 44번,내과,베체트병,류마티스,,임상의학,
2023 KMLE 4교시 74번,내과,불안정형 협심증/비ST분절 상승 심근경색,순환기,,임상의학,
2023 KMLE 3교시 29번,정신건강의학과,불안장애,질환,,임상의학,
2022 KMLE 1교시 49번,소아청소년과,성장,총론,,임상의학,
2025 KMLE 2교시 51번,외과,물림과 쏘임,외과총론,SGGN01200001,임상의학,
2021 KMLE 3교시 42번,외과,수술의 원칙,외과총론,,임상의학,
2022 KMLE 4교시 34번,산부인과,난소종양,부인과-종양,,임상의학,
2025 KMLE 1교시 60번,예방의학,직업성 질환,환경 및 산업보건,,인문사회의학,
2023 KMLE 1교시 63번,예방의학,역학의 기본원리(역학적 개념),역학,,인문사회의학,
2023 KMLE 1교시 70번,예방의학,직업성 질환,환경 및 산업보건,,인문사회의학,
2023 KMLE 2교시 20번,외과,화상과 한랭 손상,외과총론,SGGN01100005,임상의학,
2026 KMLE 1교시 5번,의료법규,의료법(의료인),의료법규,,인문사회의학,
2021 KMLE 2교시 52번,내과,간경변증 및 합병증,소화기-간담췌,,임상의학,
2025 KMLE 1교시 20번,의료법규,의료법(의료인),의료법규,,인문사회의학,
2024 KMLE 4교시 45번,내과,천식,호흡기,,임상의학,
2026 KMLE 1교시 61번,마이너,신경학적 검사(병력 포함),신경과/신경외과,,임상의학,
2022 KMLE 2교시 51번,산부인과,가족계획,부인과-일반,,임상의학,
2022 KMLE 4교시 6번,내과,부신피질 질환,내분비,,임상의학,
2023 KMLE 1교시 36번,정신건강의학과,섭식 장애,질환,,임상의학,
2024 KMLE 2교시 17번,정신건강의학과,기분 장애,질환,,임상의학,
2022 KMLE 1교시 76번,마이너,환경 응급,응급의학과,,임상의학,
2025 KMLE 1교시 28번,소아청소년과,정상 신생아(신생아 관리),총론,,임상의학,
2022 KMLE 4교시 5번,소아청소년과,내분비 질환,각론,,임상의학,
2025 KMLE 4교시 14번,내과,콩팥병의 접근,신장,,임상의학,
2023 KMLE 1교시 10번,의료법규,국민건강증진법,의료법규,,인문사회의학,
2025 KMLE 4교시 64번,내과,감염질환 개요,감염,,임상의학,
2026 KMLE 1교시 44번,내과,부신피질 질환,내분비,,임상의학,
2025 KMLE 1교시 13번,의료법규,국민건강증진법,의료법규,,인문사회의학,
2021 KMLE 1교시 21번,산부인과,무월경,부인과-생식내분비,,임상의학,
2024 KMLE 4교시 25번,내과,고혈압,순환기,,임상의학,
2025 KMLE 2교시 18번,산부인과,비정상 자궁출혈,부인과-일반,,임상의학,
2023 KMLE 1교시 67번,예방의학,비감염성(만성) 질환의 역학과 관리,역학,,인문사회의학,
2021 KMLE 4교시 6번,내과,폐렴,호흡기,,임상의학,
2021 KMLE 1교시 60번,예방의학,의료보장,의료관리,,인문사회의학,
2021 KMLE 5교시 2번,외과,결장 및 직장,외과각론,SGSP01200011,임상의학,
2025 KMLE 3교시 3번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2021 KMLE 4교시 69번,내과,뇌하수체 전엽 및 시상하부 질환,내분비,,임상의학,
2022 KMLE 3교시 36번,마이너,"이과학(바깥귀, 고막, 중이염, 어지럼)",이비인후과,,임상의학,
2021 KMLE 3교시 2번,내과,만성폐쇄성폐질환,호흡기,,임상의학,
2022 KMLE 3교시 37번,마이너,감염성 피부질환(세균/진균/바이러스),피부과,,임상의학,
2025 KMLE 4교시 45번,정신건강의학과,정신의학의 역사,기초,,임상의학,
2023 KMLE 3교시 62번,내과,식도질환,소화기-위장관,,임상의학,
2021 KMLE 4교시 46번,내과,전신홍반루푸스(SLE),류마티스,,임상의학,
2023 KMLE 2교시 5번,외과,소아외과,외과각론,SGSP02000008,임상의학,
2021 KMLE 3교시 51번,내과,폐결핵,호흡기,,임상의학,
2021 KMLE 1교시 16번,의료법규,의료법(의료인),의료법규,,인문사회의학,
2023 KMLE 1교시 61번,예방의학,타당도와 신뢰도,역학,,인문사회의학,
2021 KMLE 2교시 55번,소아청소년과,신생아 질환,총론,,임상의학,
2023 KMLE 1교시 66번,예방의학,역학적 연구방법론,역학,,인문사회의학,
2025 KMLE 2교시 30번,마이너,결막·각막 질환,안과,,임상의학,
2025 KMLE 1교시 9번,의료법규,후천성면역결핍증 예방법,의료법규,,인문사회의학,
2021 KMLE 4교시 32번,내과,대동맥 질환,순환기,,임상의학,
2022 KMLE 2교시 45번,내과,콩팥세관사이질/혈관 질환,신장,,임상의학,
2021 KMLE 3교시 23번,소아청소년과,신생아 질환,총론,,임상의학,
2023 KMLE 2교시 17번,마이너,치매,신경과/신경외과,,임상의학,
2024 KMLE 3교시 8번,내과,서맥성 부정맥,순환기,,임상의학,
2022 KMLE 4교시 42번,산부인과,부인과 감염질환,부인과-일반,,임상의학,
2022 KMLE 2교시 74번,마이너,두부외상(외상),신경과/신경외과,,임상의학,
2023 KMLE 1교시 26번,내과,당뇨병,내분비,,임상의학,
2021 KMLE 4교시 68번,소아청소년과,결체조직 질환,각론,,임상의학,
2025 KMLE 2교시 59번,내과,내분비 대사질환 개요,내분비,,임상의학,
2023 KMLE 2교시 35번,내과,담낭 및 담도 질환,소화기-간담췌,,임상의학,
2024 KMLE 4교시 8번,외과,유방,외과각론,SGSP00100005,임상의학,
2022 KMLE 4교시 38번,내과,심부전,순환기,,임상의학,
2022 KMLE 1교시 10번,의료법규,감염병의 예방 및 관리에 관한 법률,의료법규,,인문사회의학,
2022 KMLE 4교시 61번,산부인과,산전 관리,산과-산전관리,,임상의학,
2024 KMLE 1교시 10번,의료법규,마약류관리에 관한 법률,의료법규,,인문사회의학,
2024 KMLE 3교시 45번,산부인과,유산,산과-이상임신,,임상의학,
2025 KMLE 4교시 80번,,,,,,
2023 KMLE 2교시 28번,내과,갑상샘염과 갑상샘종,내분비,,임상의학,
2021 KMLE 5교시 24번,내과,심부전,순환기,,임상의학,
2024 KMLE 1교시 71번,예방의학,보건의료정책,의료관리,,인문사회의학,
2024 KMLE 2교시 7번,내과,염증성 장질환,소화기-위장관,,임상의학,
2021 KMLE 2교시 42번,내과,담낭 및 담도 질환,소화기-간담췌,,임상의학,
2021 KMLE 3교시 60번,정신건강의학과,불안장애,질환,,임상의학,
2025 KMLE 3교시 78번,내과,류마티스질환의 접근,류마티스,,임상의학,
2025 KMLE 2교시 47번,마이너,"이과학(바깥귀, 고막, 중이염, 어지럼)",이비인후과,,임상의학,
2023 KMLE 4교시 14번,내과,림프종,혈액,,임상의학,
2025 KMLE 1교시 36번,소아청소년과,심혈관 질환,각론,,임상의학,
2021 KMLE 2교시 23번,내과,폐렴,호흡기,,임상의학,
2023 KMLE 1교시 58번,외과,"지혈, 출혈 및 수혈",외과총론,SGGN00200008,임상의학,
2023 KMLE 1교시 1번,의료법규,마약류관리에 관한 법률,의료법규,,인문사회의학,
2023 KMLE 2교시 9번,산부인과,외음부 및 질 질환,부인과-일반,,임상의학,
2023 KMLE 1교시 48번,외과,소장,외과각론,SGSP01000003,임상의학,
2022 KMLE 3교시 51번,내과,고혈압,순환기,,임상의학,
2024 KMLE 3교시 33번,내과,출혈성 질환의 접근,혈액,,임상의학,
2023 KMLE 2교시 10번,산부인과,외음부 및 질 질환,부인과-일반,,임상의학,
2024 KMLE 4교시 56번,산부인과,산과적 출혈,산과-이상임신,,임상의학,
2024 KMLE 1교시 62번,예방의학,타당도와 신뢰도,역학,,인문사회의학,
2023 KMLE 4교시 52번,외과,갑상샘,외과각론,,임상의학,
2022 KMLE 3교시 39번,내과,콩팥토리질환,신장,,임상의학,
2025 KMLE 1교시 35번,내과,성인예방접종,감염,,임상의학,
2023 KMLE 2교시 30번,내과,소장·결장·직장 종양,소화기-위장관,,임상의학,
2021 KMLE 1교시 38번,소아청소년과,성장,총론,,임상의학,
2022 KMLE 2교시 73번,외과,소아외과,외과각론,SGSP02000007,임상의학,
2021 KMLE 3교시 40번,정신건강의학과,조현병 및 기타 정신병적 장애,질환,,임상의학,
2021 KMLE 5교시 20번,소아청소년과,신생아 질환,총론,,임상의학,
2023 KMLE 2교시 44번,외과,유방,외과각론,SGSP00100012,임상의학,
2024 KMLE 4교시 71번,정신건강의학과,불안장애,질환,,임상의학,
2021 KMLE 4교시 51번,내과,혈관염,류마티스,,임상의학,
2024 KMLE 4교시 19번,내과,골관절염,류마티스,,임상의학,
2022 KMLE 1교시 27번,정신건강의학과,소아·청소년 정신의학,특수분야,,임상의학,
2022 KMLE 4교시 64번,정신건강의학과,조현병 및 기타 정신병적 장애,질환,,임상의학,
2026 KMLE 1교시 67번,예방의학,보건의료 서론(이해),의료관리,,인문사회의학,
2021 KMLE 2교시 11번,마이너,망막 질환,안과,,임상의학,
2023 KMLE 4교시 36번,소아청소년과,소아의 영양,총론,,임상의학,
2021 KMLE 2교시 69번,내과,알레르기 비염,알레르기,,임상의학,
2025 KMLE 2교시 41번,산부인과,산과 초음파,산과-산전관리,,임상의학,
2025 KMLE 4교시 65번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2022 KMLE 3교시 40번,산부인과,무월경,부인과-생식내분비,,임상의학,
2025 KMLE 4교시 66번,내과,위장관 출혈,소화기-위장관,,임상의학,
2022 KMLE 3교시 33번,,,,,,
2024 KMLE 4교시 3번,내과,부신피질 질환,내분비,,임상의학,
2025 KMLE 2교시 29번,소아청소년과,감염병,각론,,임상의학,
2023 KMLE 4교시 59번,산부인과,난소종양,부인과-종양,,임상의학,
2026 KMLE 1교시 37번,산부인과,무월경,부인과-생식내분비,,임상의학,
2021 KMLE 1교시 18번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2024 KMLE 4교시 39번,내과,간경변증 및 합병증,소화기-간담췌,,임상의학,
2021 KMLE 4교시 23번,소아청소년과,소화기 질환,각론,,임상의학,
2025 KMLE 1교시 4번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2025 KMLE 3교시 6번,내과,위장관 출혈,소화기-위장관,,임상의학,
2025 KMLE 2교시 23번,외과,췌장,외과각론,SGSP01600001,임상의학,
2022 KMLE 1교시 30번,산부인과,무월경,부인과-생식내분비,,임상의학,
2022 KMLE 3교시 56번,산부인과,폐경,부인과-생식내분비,,임상의학,
2023 KMLE 3교시 8번,내과,콩팥병의 접근,신장,,임상의학,
2024 KMLE 1교시 19번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2021 KMLE 3교시 43번,내과,식도질환,소화기-위장관,,임상의학,
2023 KMLE 1교시 55번,산부인과,부인과 감염질환,부인과-일반,,임상의학,
2021 KMLE 1교시 40번,내과,간경변증 및 합병증,소화기-간담췌,,임상의학,
2022 KMLE 2교시 67번,내과,위장관 출혈,소화기-위장관,,임상의학,
2025 KMLE 4교시 16번,내과,콩팥병의 접근,신장,,임상의학,
2022 KMLE 4교시 53번,내과,담낭 및 담도 질환,소화기-간담췌,,임상의학,
2021 KMLE 2교시 57번,소아청소년과,신경계 질환,각론,,임상의학,
2021 KMLE 4교시 10번,정신건강의학과,물질관련 장애(알코올/약물),질환,,임상의학,
2022 KMLE 3교시 3번,마이너,결막·각막 질환,안과,,임상의학,
2021 KMLE 3교시 48번,마이너,"이과학(바깥귀, 고막, 중이염, 어지럼)",이비인후과,,임상의학,
2023 KMLE 2교시 78번,마이너,"이과학(바깥귀, 고막, 중이염, 어지럼)",이비인후과,,임상의학,
2022 KMLE 2교시 25번,내과,만성 바이러스간염,소화기-간담췌,,임상의학,
2021 KMLE 1교시 51번,내과,기타 세균 감염증,감염,,임상의학,
2025 KMLE 1교시 63번,예방의학,환경오염,환경 및 산업보건,,인문사회의학,
2021 KMLE 1교시 42번,외과,창상 치유,외과총론,SGGN00400001,임상의학,
2021 KMLE 1교시 19번,의료법규,혈액관리법,의료법규,,인문사회의학,
2023 KMLE 4교시 43번,내과,거대적혈모구빈혈,혈액,,임상의학,
2022 KMLE 1교시 55번,내과,복부 증상론 및 진단학,소화기-위장관,,임상의학,
2023 KMLE 1교시 18번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2025 KMLE 3교시 21번,마이너,경련(간질),신경과/신경외과,,임상의학,
2021 KMLE 4교시 47번,마이너,척추의 질환,정형외과,,임상의학,
2021 KMLE 3교시 4번,내과,철결핍빈혈,혈액,,임상의학,
2023 KMLE 4교시 33번,내과,부신피질 질환,내분비,,임상의학,
2021 KMLE 2교시 34번,정신건강의학과,해리장애(적응장애 포함),질환,,임상의학,
2022 KMLE 4교시 13번,내과,부갑상샘 및 칼슘 대사,내분비,,임상의학,
2021 KMLE 1교시 75번,예방의학,질병 및 사망분포의 측정,역학,,인문사회의학,
2021 KMLE 5교시 22번,내과,판막질환,순환기,,임상의학,
2024 KMLE 4교시 43번,내과,두드러기와 혈관부종,알레르기,,임상의학,
2026 KMLE 1교시 16번,의료법규,의료법(의료기관),의료법규,,인문사회의학,
2022 KMLE 1교시 70번,예방의학,역학의 기본원리(역학적 개념),역학,,인문사회의학,
2022 KMLE 1교시 69번,예방의학,역학적 연구방법론,역학,,인문사회의학,
2025 KMLE 2교시 69번,소아청소년과,감염병,각론,,임상의학,
2024 KMLE 3교시 70번,정신건강의학과,신경인지장애(인지기능장애),질환,,임상의학,
2024 KMLE 2교시 8번,외과,"지혈, 출혈 및 수혈",외과총론,SGGN00200002,임상의학,
2026 KMLE 1교시 57번,산부인과,정상 분만(분만 기전),산과-분만관리,,임상의학,
2024 KMLE 4교시 63번,소아청소년과,혈액 질환,각론,,임상의학,
2021 KMLE 1교시 47번,산부인과,무월경,부인과-생식내분비,,임상의학,
2023 KMLE 3교시 58번,내과,중추신경계 감염,감염,,임상의학,
2023 KMLE 4교시 65번,정신건강의학과,외상 및 스트레스 관련 장애,질환,,임상의학,
2025 KMLE 2교시 45번,외과,외상,외과총론,SGGN01000002,임상의학,
2025 KMLE 2교시 58번,외과,"수액, 전해질, 쇼크",외과총론,SGGN00100005,임상의학,
2024 KMLE 1교시 75번,예방의학,역학의 기본원리(역학적 개념),역학,,인문사회의학,
2021 KMLE 1교시 2번,의료법규,감염병의 예방 및 관리에 관한 법률,의료법규,,인문사회의학,
2022 KMLE 3교시 6번,마이너,경련(간질),신경과/신경외과,,임상의학,
2024 KMLE 2교시 43번,내과,갑상샘 기능이상,내분비,,임상의학,
2023 KMLE 4교시 47번,산부인과,비정상 자궁출혈,부인과-일반,,임상의학,
2024 KMLE 3교시 38번,정신건강의학과,물질관련 장애(알코올/약물),질환,,임상의학,
2026 KMLE 1교시 38번,산부인과,월경통(월경곤란증/월경전 증후군),부인과-일반,,임상의학,
2024 KMLE 2교시 22번,외과,물림과 쏘임,외과총론,SGGN01200002,임상의학,
2023 KMLE 1교시 51번,소아청소년과,골격계 질환,각론,,임상의학,
2024 KMLE 3교시 40번,내과,천식,호흡기,,임상의학,
2025 KMLE 2교시 61번,,,,,,
2024 KMLE 2교시 36번,외과,지라(비장),외과각론,SGSP01700001,임상의학,
2022 KMLE 1교시 29번,산부인과,자궁내막증,부인과-생식내분비,,임상의학,
2021 KMLE 2교시 58번,외과,외상,외과총론,SGGN01000006,임상의학,